会社コード,企業名,決算期,決算種別,連結基準,決算月数,上場コード,日経業種コード,売上高,親会社株主に帰属する当期純利益,資産合計,株主資本
0047808,船場,2021/12,10,1,12,12,271704,19270,296,16805,10638
0047956,創健社,2006/03,10,1,12,12,243423,8443,-624,4560,1561
0047956,創健社,2007/03,10,1,12,12,243423,8349,-151,4394,1407
0047956,創健社,2008/03,10,1,12,12,243423,7789,-230,3530,1177
0047956,創健社,2009/03,10,1,12,12,243423,6263,-154,2583,1022
0047956,創健社,2010/03,10,1,12,12,243423,4307,-160,2043,862
0047956,創健社,2011/03,10,1,12,12,243423,4115,39,2315,902
0047956,創健社,2012/03,10,1,12,12,243423,4215,28,2580,930
0047956,創健社,2013/03,10,1,12,12,243423,4034,3,2554,933
0047956,創健社,2014/03,10,1,12,12,243423,4187,9,2575,942
0047956,創健社,2015/03,10,1,12,12,243423,4229,38,2671,981
0047956,創健社,2016/03,10,1,12,12,243423,4741,56,2715,1026
0047956,創健社,2017/03,10,1,12,12,243423,4551,-16,2756,995
0047956,創健社,2018/03,10,1,12,12,243423,4499,-1,2810,987
0047956,創健社,2019/03,10,1,12,12,243423,4543,15,2894,995
0047956,創健社,2020/03,10,1,12,12,243423,4516,14,2767,1002
0047956,創健社,2021/03,10,1,12,12,243423,4699,48,2875,1050
0047956,創健社,2022/03,10,1,12,12,243423,4632,30,2850,1071
0048068,タカチホ,2012/03,10,1,12,12,243429,11634,-39,7420,1592
0048068,タカチホ,2013/03,10,1,12,12,243429,12213,31,7223,1622
0048068,タカチホ,2014/03,10,1,12,12,243429,12038,-55,6960,1555
0048068,タカチホ,2015/03,10,1,12,12,243429,11437,-147,6676,1409
0048068,タカチホ,2016/03,10,1,12,12,243429,11289,138,6582,1545
0048068,タカチホ,2017/03,10,1,12,12,243429,10640,134,5840,1679
0048068,タカチホ,2018/03,10,1,12,12,243429,10510,138,5418,1805
0048068,タカチホ,2019/03,10,1,12,12,243429,10513,185,5270,1975
0048068,タカチホ,2020/03,10,1,12,12,243429,9091,47,4234,2004
0048068,タカチホ,2021/03,10,1,12,12,243429,4654,-940,3885,1069
0048068,タカチホ,2022/03,10,1,12,12,243429,5247,-154,3648,910
0048378,サンメッセ,2015/03,10,1,12,12,133321,15360,19,18083,9227
0048378,サンメッセ,2016/03,10,1,12,12,133321,15727,151,18075,9275
0048378,サンメッセ,2017/03,10,1,12,12,133321,15493,219,18665,9375
0048378,サンメッセ,2018/03,10,1,12,12,133321,15103,142,18756,9414
0048378,サンメッセ,2019/03,10,1,12,12,133321,15279,173,18582,8731
0048378,サンメッセ,2020/03,10,1,12,12,133321,16194,183,18786,8822
0048378,サンメッセ,2021/03,10,1,12,12,133321,14928,304,19107,9033
0048378,サンメッセ,2022/03,10,1,12,12,133321,16603,264,19288,9190
0048403,田中精密工業,2006/03,10,1,12,12,127262,46939,1534,36664,16169
0048403,田中精密工業,2007/03,10,1,12,12,127262,48932,1497,42537,17497
0048403,田中精密工業,2008/03,10,1,12,12,127262,45260,1001,46273,18352
0048403,田中精密工業,2009/03,10,1,12,12,127262,35696,-2152,40147,16043
0048403,田中精密工業,2010/03,10,1,12,12,127262,33750,-1650,37332,14353
0048403,田中精密工業,2011/03,10,1,12,12,127262,38174,430,34930,14745
0048403,田中精密工業,2012/03,10,1,12,12,127262,36373,235,43340,14882
0048403,田中精密工業,2013/03,10,1,12,12,127262,47179,-11,49274,14773
0048403,田中精密工業,2014/03,10,1,12,12,127262,51648,212,51486,14829
0048403,田中精密工業,2015/03,10,1,12,12,127262,48012,-3522,50813,11535
0048403,田中精密工業,2016/03,10,1,12,12,127262,40655,681,43348,12119
0048403,田中精密工業,2017/03,10,1,12,12,127262,39752,1003,41274,13034
0048403,田中精密工業,2018/03,10,1,12,12,127262,38402,1316,39694,14263
0048403,田中精密工業,2019/03,10,1,12,12,127262,38115,484,39430,14943
0048403,田中精密工業,2020/03,10,1,12,12,127262,32004,-670,36840,14165
0048403,田中精密工業,2021/03,10,1,12,12,127262,26041,-571,36898,13600
0048403,田中精密工業,2022/03,10,1,12,12,127262,29671,373,36842,13943
0048960,ダイト,2008/05,10,1,12,11,109082,20756,751,22294,3621
0048960,ダイト,2009/05,10,1,12,11,109082,21522,692,26353,6404
0048960,ダイト,2010/05,10,1,12,11,109082,22678,752,27715,9304
0048960,ダイト,2011/05,10,1,12,11,109082,25225,990,29071,10116
0048960,ダイト,2012/05,10,1,12,11,109082,27151,1389,29909,11326
0048960,ダイト,2013/05,10,1,12,11,109082,28956,1786,34762,13954
0048960,ダイト,2014/05,10,1,12,11,109082,31196,1811,36694,15468
0048960,ダイト,2015/05,10,1,12,11,109082,34058,2246,42305,19750
0048960,ダイト,2016/05,10,1,12,11,109082,36370,2566,43340,21938
0048960,ダイト,2017/05,10,1,12,11,109082,37984,2656,45707,24219
0048960,ダイト,2018/05,10,1,12,11,109082,39875,3041,46898,26847
0048960,ダイト,2019/05,10,1,12,11,109082,41134,3513,46749,29908
0048960,ダイト,2020/05,10,1,12,11,109082,44991,3944,54249,35355
0048960,ダイト,2021/05,10,1,12,11,109082,48714,4246,57739,40746
0049479,太洋工業,2006/12,10,1,12,12,123225,6317,571,6226,3873
0049479,太洋工業,2007/12,10,1,12,12,123225,6156,456,6740,4245
0049479,太洋工業,2008/12,10,1,12,12,123225,5438,-95,5871,4062
0049479,太洋工業,2009/12,10,1,12,12,123225,3363,-569,5356,3404
0049479,太洋工業,2010/12,10,1,12,12,123225,3942,79,5312,3440
0049479,太洋工業,2011/12,10,1,12,12,123225,3961,6,5179,3417
0049479,太洋工業,2012/12,10,1,12,12,123225,3765,-184,4932,3215
0049479,太洋工業,2013/12,10,1,12,12,123225,3850,-108,4991,3088
0049479,太洋工業,2014/12,10,1,12,12,123225,4031,21,5167,3093
0049479,太洋工業,2015/12,10,1,12,12,123225,4753,12,5618,3088
0049479,太洋工業,2016/12,10,1,12,12,123225,4979,56,5321,3127
0049479,太洋工業,2017/12,10,1,12,12,123225,4238,5,5385,3115
0049479,太洋工業,2018/12,10,1,12,12,123225,4582,69,5255,3182
0049479,太洋工業,2019/12,10,1,12,12,123225,3896,-213,5073,2939
0049479,太洋工業,2020/12,10,1,12,12,123225,3175,-630,4428,2304
0049479,太洋工業,2021/12,10,1,12,12,123225,3917,241,4832,2528
0049931,エレマテック,2006/03,10,1,12,11,243428,87814,2307,42229,20712
0049931,エレマテック,2007/03,10,1,12,11,243428,96513,2632,46504,22692
0049931,エレマテック,2008/03,10,1,12,11,243428,105724,2510,49249,24038
0049931,エレマテック,2009/03,10,1,12,11,243428,86455,1666,38592,24552
0049931,エレマテック,2010/03,10,1,12,11,243428,88299,1868,51987,27523
0049931,エレマテック,2011/03,10,1,12,11,243428,110614,2450,56091,29142
0049931,エレマテック,2012/03,10,1,12,11,243428,115417,2462,61095,30785
0049931,エレマテック,2013/03,10,1,12,11,243428,129405,2997,66579,32963
0049931,エレマテック,2014/03,10,1,12,11,243428,143442,3863,73425,35680
0049931,エレマテック,2015/03,10,1,12,11,243428,181876,5105,84191,39671
0049931,エレマテック,2016/03,10,1,12,11,243428,216824,5048,80572,42979
0049931,エレマテック,2017/03,10,1,12,11,243428,203004,1342,93284,43401
0049931,エレマテック,2018/03,10,1,12,11,243428,196238,4376,91835,47061
0049931,エレマテック,2019/03,10,1,12,11,243428,183399,3364,95667,48992
0049931,エレマテック,2020/03,10,1,12,11,243428,175654,3263,91781,50822
0049931,エレマテック,2021/03,10,1,12,11,243428,180218,3666,101317,53343
0049931,エレマテック,2022/03,10,1,12,11,243428,200646,5374,115332,57079
0050018,ＷＡＳＨハウス,2018/12,10,1,12,13,271704,2749,2,4128,2216
0050018,ＷＡＳＨハウス,2019/12,10,1,12,13,271704,2188,-179,3536,1983
0050018,ＷＡＳＨハウス,2020/12,10,1,12,13,271704,2182,-128,4103,1800
0050018,ＷＡＳＨハウス,2021/12,10,1,12,13,271704,2132,-176,3957,1623
0050039,高松機械工業,2006/03,10,1,12,12,121201,14215,741,13030,5978
0050039,高松機械工業,2007/03,10,1,12,12,121201,15279,1117,15416,8112
0050039,高松機械工業,2008/03,10,1,12,12,121201,16220,1292,16184,9251
0050039,高松機械工業,2009/03,10,1,12,12,121201,12405,183,12670,9184
0050039,高松機械工業,2010/03,10,1,12,12,121201,4451,-1399,11339,7752
0050039,高松機械工業,2011/03,10,1,12,12,121201,10949,334,14343,8065
0050039,高松機械工業,2012/03,10,1,12,12,121201,14422,635,15791,8686
0050039,高松機械工業,2013/03,10,1,12,12,121201,15016,868,16499,9457
0050039,高松機械工業,2014/03,10,1,12,12,121201,14519,436,17845,9778
0050039,高松機械工業,2015/03,10,1,12,12,121201,18018,936,19574,10521
0050039,高松機械工業,2016/03,10,1,12,12,121201,18822,1225,20323,11571
0050039,高松機械工業,2017/03,10,1,12,12,121201,16981,730,19961,12092
0050039,高松機械工業,2018/03,10,1,12,12,121201,19780,1116,21924,12833
0050039,高松機械工業,2019/03,10,1,12,12,121201,22650,1708,23737,14234
0050039,高松機械工業,2020/03,10,1,12,12,121201,21947,1415,24252,15506
0050039,高松機械工業,2021/03,10,1,12,12,121201,13432,-115,21563,15173
0050039,高松機械工業,2022/03,10,1,12,12,121201,16720,795,25363,15795
0050058,高見沢,2006/06,10,1,12,12,243427,36796,640,22587,4178
0050058,高見沢,2007/06,10,1,12,12,243427,38924,291,24514,4462
0050058,高見沢,2008/06,10,1,12,12,243427,39523,219,23342,4658
0050058,高見沢,2009/06,10,1,12,12,243427,38013,226,23429,4857
0050058,高見沢,2010/06,10,1,12,12,243427,37614,180,23091,4998
0050058,高見沢,2011/06,10,1,12,12,243427,42809,454,25522,5429
0050058,高見沢,2012/06,10,1,12,12,243427,45862,369,25855,5722
0050058,高見沢,2013/06,10,1,12,12,243427,48923,405,28005,6089
0050058,高見沢,2014/06,10,1,12,12,243427,57252,580,28142,6177
0050058,高見沢,2015/06,10,1,12,12,243427,55972,1062,28053,7196
0050058,高見沢,2016/06,10,1,12,12,243427,48694,701,27046,7824
0050058,高見沢,2017/06,10,1,12,12,243427,53818,664,33100,8402
0050058,高見沢,2018/06,10,1,12,12,243427,62347,249,33454,8603
0050058,高見沢,2019/06,10,1,12,12,243427,64322,624,34021,9186
0050058,高見沢,2020/06,10,1,12,12,243427,62519,814,33338,9958
0050058,高見沢,2021/06,10,1,12,12,243427,63270,1014,33382,10931
0050070,エディア,2019/02,10,1,12,13,271704,2005,-1117,1778,449
0050070,エディア,2020/02,10,1,12,13,271704,2454,-206,1869,831
0050070,エディア,2021/02,10,1,12,13,271704,2470,-80,1689,759
0050070,エディア,2022/02,10,1,12,13,271704,2494,108,1551,866
0050237,ＡｍｉｄＡホールディングス,2017/06,10,1,12,13,245444,2563,245,1457,921
0050237,ＡｍｉｄＡホールディングス,2018/06,10,1,12,13,245444,2746,203,1618,1125
0050237,ＡｍｉｄＡホールディングス,2019/06,10,1,12,13,245444,2718,148,1840,1411
0050237,ＡｍｉｄＡホールディングス,2020/06,10,1,12,13,245444,2894,249,2096,1661
0050237,ＡｍｉｄＡホールディングス,2021/06,10,1,12,13,245444,3191,301,2428,1962
0050242,ビジョン,2013/12,10,1,12,11,265641,9203,75,3682,1514
0050242,ビジョン,2014/12,10,1,12,11,265641,10185,275,3916,1789
0050242,ビジョン,2015/12,10,1,12,11,265641,12485,585,8528,6470
0050242,ビジョン,2016/12,10,1,12,11,265641,14843,813,9935,7284
0050242,ビジョン,2017/12,10,1,12,11,265641,17554,1208,11483,8512
0050242,ビジョン,2018/12,10,1,12,11,265641,21503,1529,13552,9758
0050242,ビジョン,2019/12,10,1,12,11,265641,27318,2226,15173,10871
0050242,ビジョン,2020/12,10,1,12,11,265641,16654,-1183,11313,8702
0050242,ビジョン,2021/12,10,1,12,11,265641,18100,729,14932,10067
0050253,ファブリカコミュニケーションズ,2019/03,10,1,12,12,271704,3017,109,1329,200
0050253,ファブリカコミュニケーションズ,2020/03,10,1,12,12,271704,3903,113,1737,352
0050253,ファブリカコミュニケーションズ,2021/03,10,1,12,12,271704,4826,455,2267,807
0050253,ファブリカコミュニケーションズ,2022/03,10,1,12,12,271704,5858,574,3762,2395
0050264,フリュー,2014/03,10,1,12,11,121210,24915,2058,15660,7924
0050264,フリュー,2015/03,10,1,12,11,121210,23911,1909,16557,9614
0050264,フリュー,2016/03,10,1,12,11,121210,24167,2462,20207,14024
0050264,フリュー,2017/03,10,1,12,11,121210,24890,2798,22324,16115
0050264,フリュー,2018/03,10,1,12,11,121210,25383,1725,22857,16991
0050264,フリュー,2019/03,10,1,12,11,121210,27134,1882,25021,18025
0050264,フリュー,2022/03,10,1,12,11,121210,34058,2544,28146,21256
0050537,ショーケース,2017/12,10,1,12,12,271704,1859,12,2577,1209
0050537,ショーケース,2018/12,10,1,12,12,271704,2002,16,2535,1178
0050537,ショーケース,2019/12,10,1,12,12,271704,1508,-183,2228,949
0050537,ショーケース,2020/12,10,1,12,12,271704,1530,25,2949,2169
0050537,ショーケース,2021/12,10,1,12,12,271704,1594,59,2684,2179
0050568,土木管理総合試験所,2013/12,10,1,12,11,271704,3809,199,2215,909
0050568,土木管理総合試験所,2014/12,10,1,12,11,271704,4053,151,2295,1047
0050568,土木管理総合試験所,2015/12,10,1,12,11,271704,4363,277,3195,2285
0050568,土木管理総合試験所,2016/12,10,1,12,11,271704,4521,252,3391,2442
0050568,土木管理総合試験所,2018/12,10,1,12,11,271704,5663,326,5211,4017
0050568,土木管理総合試験所,2019/12,10,1,12,11,271704,6066,305,5569,4211
0050568,土木管理総合試験所,2020/12,10,1,12,11,271704,6207,293,6088,4420
0050568,土木管理総合試験所,2021/12,10,1,12,11,271704,7341,213,6915,4361
0050577,オロ,2014/12,10,1,9,11,271704,1878,138,1440,1005
0050577,オロ,2015/12,10,1,12,11,271704,3053,452,2215,1458
0050577,オロ,2016/12,10,1,12,11,271704,3375,461,2560,1919
0050577,オロ,2017/12,10,1,12,11,271704,3678,574,5376,4684
0050577,オロ,2018/12,10,1,12,11,271704,4463,834,6637,5393
0050577,オロ,2019/12,10,1,12,11,271704,5022,900,7681,6169
0050577,オロ,2020/12,10,3,12,11,271704,4877,1074,9720,6326
0050577,オロ,2020/12,10,1,12,11,271704,5240,1182,8608,7218
0050577,オロ,2021/12,10,3,12,11,271704,5530,1424,9347,5861
0050577,オロ,2021/12,10,1,12,11,271704,5762,1490,8357,6821
0050579,アトラエ,2021/09,10,1,12,11,271704,4464,645,6404,5036
0050913,エル・ティー・エス,2015/12,10,1,12,11,271704,1897,62,1252,766
0050913,エル・ティー・エス,2016/12,10,1,12,11,271704,1976,-143,935,510
0050913,エル・ティー・エス,2017/12,10,1,12,11,271704,2408,119,1706,1048
0050913,エル・ティー・エス,2018/12,10,1,12,11,271704,2989,184,1892,1344
0050913,エル・ティー・エス,2019/12,10,1,12,11,271704,3790,201,2451,1502
0050913,エル・ティー・エス,2020/12,10,1,12,11,271704,5555,270,4290,1730
0050913,エル・ティー・エス,2021/12,10,1,12,11,271704,7375,388,5080,2075
0050945,日本ＣＭＫ,2006/03,10,1,12,11,123225,119192,5657,136272,74940
0050945,日本ＣＭＫ,2007/03,10,1,12,11,123225,128245,4687,139482,78353
0050945,日本ＣＭＫ,2008/03,10,1,12,11,123225,138502,221,150060,77960
0050945,日本ＣＭＫ,2009/03,10,1,12,11,123225,107583,-8378,129044,68039
0050945,日本ＣＭＫ,2010/03,10,1,12,11,123225,90070,-2340,124140,63817
0050945,日本ＣＭＫ,2011/03,10,1,12,11,123225,87023,-5726,113433,58333
0050945,日本ＣＭＫ,2012/03,10,1,12,11,123225,80563,-2873,99201,55425
0050945,日本ＣＭＫ,2013/03,10,1,12,11,123225,72677,712,95434,55990
0050945,日本ＣＭＫ,2014/03,10,1,12,11,123225,71031,-4955,97150,50888
0050945,日本ＣＭＫ,2015/03,10,1,12,11,123225,73730,1178,99175,51840
0050945,日本ＣＭＫ,2016/03,10,1,12,11,123225,73098,-8122,90504,43422
0050945,日本ＣＭＫ,2017/03,10,1,12,11,123225,75370,2153,93748,45574
0050945,日本ＣＭＫ,2018/03,10,1,12,11,123225,86894,3638,94674,48827
0050945,日本ＣＭＫ,2019/03,10,1,12,11,123225,90230,2015,105189,50251
0050945,日本ＣＭＫ,2020/03,10,1,12,11,123225,82619,-1128,96044,48470
0050945,日本ＣＭＫ,2021/03,10,1,12,11,123225,69967,-1868,96501,46247
0050945,日本ＣＭＫ,2022/03,10,1,12,11,123225,81486,2785,104865,49544
0051415,共和コーポレーション,2016/03,10,1,12,12,271702,11298,142,8331,1830
0051415,共和コーポレーション,2017/03,10,1,12,12,271702,11833,312,9049,2110
0051415,共和コーポレーション,2018/03,10,1,12,12,271702,12960,248,10838,3139
0051415,共和コーポレーション,2022/03,10,1,12,12,271702,10385,128,12089,3029
0051417,アイリックコーポレーション,2016/06,10,1,12,13,271704,2434,126,1997,877
0051417,アイリックコーポレーション,2017/06,10,1,12,13,271704,2848,186,2053,1063
0051417,アイリックコーポレーション,2018/06,10,1,12,13,271704,3093,174,2132,1737
0051417,アイリックコーポレーション,2019/06,10,1,12,13,271704,3870,327,4032,3347
0051417,アイリックコーポレーション,2020/06,10,1,12,13,271704,4169,323,3973,3499
0051417,アイリックコーポレーション,2021/06,10,1,12,13,271704,4638,233,4281,3630
0051487,Ａｉｍｉｎｇ,2012/12,10,1,12,13,271704,1577,-641,1442,1246
0051487,Ａｉｍｉｎｇ,2013/12,10,1,12,13,271704,2626,-210,1870,1334
0051487,Ａｉｍｉｎｇ,2014/12,10,1,12,13,271704,6527,552,3813,2388
0051487,Ａｉｍｉｎｇ,2015/12,10,1,12,13,271704,12168,1907,9723,7225
0051487,Ａｉｍｉｎｇ,2016/12,10,1,12,13,271704,9689,-551,8914,6052
0051487,Ａｉｍｉｎｇ,2017/12,10,1,12,13,271704,6829,-2972,6969,3108
0051487,Ａｉｍｉｎｇ,2018/12,10,1,12,13,271704,7314,-1553,4902,1554
0051490,テノックス,2006/03,10,1,12,12,241404,22976,-236,15941,8213
0051490,テノックス,2007/03,10,1,12,12,241404,22884,36,19358,8178
0051490,テノックス,2008/03,10,1,12,12,241404,24231,136,16831,8256
0051490,テノックス,2009/03,10,1,12,12,241404,26164,120,17552,8244
0051490,テノックス,2010/03,10,1,12,12,241404,20338,231,15606,8409
0051490,テノックス,2011/03,10,1,12,12,241404,16448,-735,14542,7607
0051490,テノックス,2012/03,10,1,12,12,241404,17628,-327,14669,7226
0051490,テノックス,2013/03,10,1,12,12,241404,19829,498,14949,7637
0051490,テノックス,2014/03,10,1,12,12,241404,21601,521,16436,8188
0051490,テノックス,2015/03,10,1,12,12,241404,22427,861,16910,8940
0051490,テノックス,2016/03,10,1,12,12,241404,19830,1257,16481,10061
0051490,テノックス,2017/03,10,1,12,12,241404,18226,886,16780,10705
0051490,テノックス,2018/03,10,1,12,12,241404,20441,523,17992,11041
0051490,テノックス,2019/03,10,1,12,12,241404,20774,640,16766,11280
0051490,テノックス,2020/03,10,1,12,12,241404,18583,768,18667,11828
0051490,テノックス,2021/03,10,1,12,12,241404,15906,173,18163,11783
0051490,テノックス,2022/03,10,1,12,12,241404,14817,357,17681,11907
0051492,新日本製薬,2021/09,10,1,12,11,107068,33899,2317,23197,15988
0051513,ディーエムソリューションズ,2019/03,10,1,12,12,271704,12178,191,4312,1569
0051513,ディーエムソリューションズ,2022/03,10,1,12,12,271704,16682,5,5192,2089
0051810,フェニックスバイオ,2014/03,10,1,12,13,271704,1152,128,1319,896
0051810,フェニックスバイオ,2015/03,10,1,12,13,271704,881,56,1370,1052
0051810,フェニックスバイオ,2016/03,10,1,12,13,271704,1217,125,2337,1976
0051810,フェニックスバイオ,2017/03,10,1,12,13,271704,1228,128,2385,2104
0051810,フェニックスバイオ,2018/03,10,1,12,13,271704,902,-270,2169,1865
0051810,フェニックスバイオ,2019/03,10,1,12,13,271704,1228,-297,1905,1584
0051810,フェニックスバイオ,2020/03,10,1,12,13,271704,1310,-415,2784,1180
0051810,フェニックスバイオ,2021/03,10,1,12,13,271704,1013,-238,2516,1140
0051810,フェニックスバイオ,2022/03,10,1,12,13,271704,1324,-387,2280,843
0052004,ビーウィズ,2020/05,10,1,12,11,271704,24900,928,7446,3014
0052004,ビーウィズ,2021/05,10,1,12,11,271704,28845,1655,8487,4209
0052069,メタップス,2013/08,10,1,12,13,271704,1301,12,1554,589
0052069,メタップス,2014/08,10,1,12,13,271704,2265,-510,1117,78
0052069,メタップス,2015/08,10,1,12,13,271704,4126,-390,9295,7985
0052069,メタップス,2016/08,10,3,12,13,271704,8817,-718,15919,7483
0052069,メタップス,2016/08,10,1,12,13,271704,8886,-817,16910,7287
0052069,メタップス,2017/08,10,3,12,13,271704,13572,260,19786,6667
0052069,メタップス,2018/08,10,3,12,13,271704,10240,-454,22686,7797
0052069,メタップス,2019/12,10,3,16,13,271704,13292,-2861,20884,5017
0052069,メタップス,2020/12,10,3,12,13,271704,5020,-108,21921,6021
0052069,メタップス,2021/12,10,3,12,13,271704,5739,4054,31500,10220
0052486,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａ,2019/03,10,1,12,11,271704,8024,928,10746,1718
0052486,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａ,2020/03,10,1,12,11,271704,11333,1627,15624,3318
0052486,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａ,2021/03,10,1,12,11,271704,11163,920,21093,8128
0052486,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａ,2022/03,10,1,12,11,271704,13097,1702,21429,9661
0052517,東京高圧山崎,2020/03,10,1,12,12,243426,12317,117,9816,2318
0052517,東京高圧山崎,2021/05,10,1,14,12,243426,12987,75,9210,2367
0052620,バーチャレクス・ホールディング,2014/03,10,1,12,13,271704,4514,-530,1484,242
0052620,バーチャレクス・ホールディング,2015/03,10,1,12,13,271704,3756,172,1226,414
0052620,バーチャレクス・ホールディング,2016/03,10,1,12,13,271704,3865,253,1375,668
0052620,バーチャレクス・ホールディング,2017/03,10,1,12,13,271704,4448,121,2798,975
0052620,バーチャレクス・ホールディング,2018/03,10,1,12,13,271704,5509,7,2297,982
0052620,バーチャレクス・ホールディング,2019/03,10,1,12,13,271704,6177,20,2764,984
0052620,バーチャレクス・ホールディング,2020/03,10,1,12,13,271704,5948,-519,2336,437
0052620,バーチャレクス・ホールディング,2021/03,10,1,12,13,271704,5632,110,2581,549
0052620,バーチャレクス・ホールディング,2022/03,10,1,12,13,271704,6223,364,2853,926
0052628,ヒロセ通商,2014/03,10,1,12,12,252511,4991,360,32996,2699
0052628,ヒロセ通商,2015/03,10,1,12,12,252511,4968,199,38665,2954
0052628,ヒロセ通商,2016/03,10,1,12,12,252511,6356,705,47147,4282
0052628,ヒロセ通商,2017/03,10,1,12,12,252511,6721,880,61511,5125
0052628,ヒロセ通商,2018/03,10,1,12,12,252511,7671,1706,75303,6704
0052628,ヒロセ通商,2019/03,10,1,12,12,252511,8378,1967,70562,8698
0052628,ヒロセ通商,2020/03,10,1,12,12,252511,8412,2083,87581,10596
0052628,ヒロセ通商,2021/03,10,1,12,12,252511,8733,1938,91014,12115
0052628,ヒロセ通商,2022/03,10,1,12,12,252511,8722,1840,95455,13936
0052703,ヨシムラ・フード・ホールディン,2014/02,10,1,12,11,101010,10598,126,5497,2114
0052703,ヨシムラ・フード・ホールディン,2015/02,10,1,12,11,101010,11377,231,6123,2342
0052703,ヨシムラ・フード・ホールディン,2016/02,10,1,12,11,101010,12833,461,6178,3042
0052703,ヨシムラ・フード・ホールディン,2017/02,10,1,12,11,101010,16241,353,8590,3640
0052703,ヨシムラ・フード・ホールディン,2018/02,10,1,12,11,101010,20035,419,10728,4082
0052703,ヨシムラ・フード・ホールディン,2019/02,10,1,12,11,101010,23716,263,15180,4352
0052703,ヨシムラ・フード・ホールディン,2020/02,10,1,12,11,101010,29875,177,23335,4122
0052703,ヨシムラ・フード・ホールディン,2021/02,10,1,12,11,101010,29289,417,23150,5699
0052703,ヨシムラ・フード・ホールディン,2022/02,10,1,12,11,101010,29283,500,23743,6181
0052771,東計電算,2006/12,10,1,12,12,271704,10475,921,13188,9825
0052771,東計電算,2007/12,10,1,12,12,271704,11026,1109,13444,10418
0052771,東計電算,2008/12,10,1,12,12,271704,10864,865,12731,10864
0052771,東計電算,2009/12,10,1,12,12,271704,10720,903,13542,11400
0052771,東計電算,2010/12,10,1,12,12,271704,11333,895,14190,11946
0052771,東計電算,2011/12,10,1,12,12,271704,10370,772,14169,12352
0052771,東計電算,2012/12,10,1,12,12,271704,11411,1161,15858,13183
0052771,東計電算,2013/12,10,1,12,12,271704,12147,1366,17976,13968
0052771,東計電算,2014/12,10,1,12,12,271704,12067,1436,20492,14996
0052771,東計電算,2015/12,10,1,12,12,271704,12940,1705,21593,16384
0052771,東計電算,2016/12,10,1,12,12,271704,12601,1821,22819,17695
0052771,東計電算,2017/12,10,1,12,12,271704,13378,2024,26176,19130
0052771,東計電算,2018/12,10,1,12,12,271704,14904,2235,27448,20647
0052771,東計電算,2019/12,10,1,12,12,271704,15300,2569,32264,22388
0052771,東計電算,2020/12,10,1,12,12,271704,15848,2506,33473,23950
0052771,東計電算,2021/12,10,1,12,12,271704,16782,3008,34760,24081
0052802,ティーケーピー,2015/02,10,1,12,13,253521,14162,339,11352,2058
0052802,ティーケーピー,2016/02,10,1,12,13,253521,17941,935,16612,2994
0052802,ティーケーピー,2017/02,10,1,12,13,253521,21978,1352,24140,4346
0052802,ティーケーピー,2018/02,10,1,12,13,253521,28689,2071,34530,8570
0052802,ティーケーピー,2019/02,10,1,12,13,253521,35523,1893,51066,10518
0052802,ティーケーピー,2020/02,10,1,12,13,253521,54343,1739,117551,35733
0052802,ティーケーピー,2021/02,10,1,12,13,253521,43138,-3503,116946,33025
0052802,ティーケーピー,2022/02,10,1,12,13,253521,44685,-3211,111280,37505
0053146,キュービーネットホールディング,2016/06,10,3,12,11,271704,16675,565,22173,6472
0053146,キュービーネットホールディング,2016/06,10,1,12,11,271704,16675,NA,21151,5736
0053146,キュービーネットホールディング,2017/06,10,3,12,11,271704,17971,1023,23573,7496
0053146,キュービーネットホールディング,2018/06,10,3,12,11,271704,19287,1041,23555,8744
0053146,キュービーネットホールディング,2019/06,10,3,12,11,271704,20864,1272,24282,9862
0053146,キュービーネットホールディング,2020/06,10,3,12,11,271704,19089,104,32721,9853
0053146,キュービーネットホールディング,2021/06,10,3,12,11,271704,18933,243,30634,10159
0053364,交換できるくん,2022/03,10,1,12,13,245444,4807,66,1483,848
0053634,東名,2017/08,10,1,12,11,265641,7924,130,4648,1876
0053634,東名,2018/08,10,1,12,11,265641,9894,578,5487,2454
0053634,東名,2019/08,10,1,12,11,265641,10855,510,7118,3873
0053634,東名,2020/08,10,1,12,11,265641,11517,611,7647,4657
0053634,東名,2021/08,10,1,12,11,265641,13027,277,7790,4865
0053640,ウォンテッドリー,2017/08,10,1,12,13,271704,1289,25,836,485
0053640,ウォンテッドリー,2018/08,10,1,12,13,271704,2163,103,1204,636
0053640,ウォンテッドリー,2019/08,10,1,12,13,271704,2922,146,1747,793
0053640,ウォンテッドリー,2020/08,10,1,12,13,271704,3094,233,1951,1052
0053640,ウォンテッドリー,2021/08,10,1,12,13,271704,3574,236,2313,1301
0053765,ペットゴー,2020/03,10,1,12,13,245444,8131,15,2134,277
0053765,ペットゴー,2021/03,10,1,12,13,245444,9455,71,2293,348
0053765,ペットゴー,2022/03,10,1,12,13,245444,9650,105,2488,454
0053787,クレステック,2013/06,10,1,12,12,133325,11716,69,10166,2461
0053787,クレステック,2014/06,10,1,12,12,133325,13226,188,10156,2664
0053787,クレステック,2015/06,10,1,12,12,133325,14717,379,12023,3041
